"Age","Area #","Baths Full","Baths Half","Beds Total","Cooling","County","Current Price","DOM","Elementary School District","Elementary School District Code","Fireplace YN","Foundation","Garage Spaces","Heating","High School District","High School District ID","HOA Exist YN","Latitude","List Price","Listing Date","Longitude","Lot Size","Lot Size Area Min Units","MLS Number","New Construction YN","No Of Stories","Parcel Number","Parking Features","Pool YN","Postal City","Property Sub Type","Property Type","Public Remarks","Roof","Sale Date","Sale Price","Sewer Septic","Sq Ft Total","State","Status","Street Address (Full)","Table","Utilities","Walk Score","Water","Year Built","Zip Code","Zoning"
"109","9","1","0","2","Central Forced Air","Santa Clara","$629,950","15","San Jose Unified","482","No","Crawl Space, Wood Frame","0","Central Forced Air - Gas","San Jose Unified","482","No","37.317682","$629,950","03/19/2017","-121.880578","4,000","Sqft","ML81643014","No","1","434-08-002","Garage - None, Parking Area","No","San Jose","Res. Single Family","Residential","A beautiful Cottage/ Bungalow style in a nice neighborhood.Short distant to downtown Willow Glen,freeways,markets,and restaurant.This home is fully renovated/remodeled almost everything.Brand new kitchen with natural maple cabinets,granite countertop,quality stainless steel appliances and Europe style vent hood.New Canadian maple solid Japer hardwood floor in all bedrooms, hallway and living room. New Italy tile floor in kitchen and bathroom area. Copper pile,new bath with large standing shower, New int painting,New stucco& molding all around ext windows,double pane windows,new baseboard and trimming around all windows.Central AC and heating w/ new condenser AC unit.New recessed lights,new light fixtures LED lights and high quality amenities. New gutter,Large backyard and fully landscaping,new pavers front yard, side yard, New iron fence&gate.New sub-floor, framing and roof in the kitchen &bath area. Additional 70SF laundry area is unknown permit and not included in SF.","Composition, Shingle","","","Sewer Connected","934","California","Withdrawn","1111 Plum ST ","Residential","Public","77","Public","1908","95110","R2"
"82","1","2","0","3","None","Santa Clara","$629,900","63","Morgan Hill Unified","480","No","Concrete Slab, Foundation Pillars","2","Wall Furnace","Morgan Hill Unified","480","No","37.100304","$629,900","02/03/2017","-121.622125","8,928","Sqft","ML81637794","No","1","825-05-030","Detached","No","San Martin","Res. Single Family","Residential","DELIGHTFUL, OPEN FLOOR PLAN       This sophisticated home has being refurbished with the finest of details throughout. The elegant entrance leads you into this dramatic home with much charm.","Shingle","","","Septic Standard","1,630","California","Active","50 E Middle AVE ","Residential","Natural Gas, Public","9","Well","1935","95046","RR-5A"
"30","8","2","0","2","Window/Wall Unit","Santa Clara","$629,500","2","Santa Clara Unified","483","No","Concrete Slab","0","Electric","Santa Clara Unified","483","Yes","37.361889","$629,500","04/05/2017","-121.963358","","","ML81645481","No","","224-73-124","Carport, Guest / Visitor Parking","Yes","Santa Clara","Res. Condominium","Residential","Resort Style Living in Hidden Gated Community! Silicon Valley Charmer is Remodeled & Updated!  Close to Santa Clara Square & Santana Row! Minutes to Commute Routes, VTA, Library and Farmers' Markets! Private Patio w/Storage Locker w/All New Paint. Laundry Room w/Washer & Dryer. New Carpet/Pad. All New Interior Paint. New Ceiling Fan. New Ceiling Light Fixtures. New Heaters. New Exhaust Fans. Washer, Dryer and Refrigerator included in 1-Year Home Protection Plan by Old Republic! gated Swimming Pool and Gated Spa! Tall Redwood Trees and Cross Breeze that can't be Missed! Don't Wait!","Tile","","","Sewer - Public","946","California","Active","2250 Monroe ST 346","Residential","Individual Electric Meters","73","Public","1987","95050","APD"
"8","11","2","1","2","Central Forced Air","Santa Clara","$629,000","5","Franklin-McKinley Elementary","457","No","Concrete Slab","2","Central Forced Air - Gas","East Side Union High","474","Yes","37.291960","$629,000","09/14/2016","-121.854170","1,093","Sqft","ML81614458","No","2","455-83-043","Attached, Common Parking Area, On Street","No","San Jose","Res. Townhouse","Residential","A spacious townhouse that is like new.  All new flooring including quality carpet with a 25 year life. ""The Plant"" shopping center, dining and transportation are all nearby.  Minutes to downtown San Jose and Hwy 87/ 280.  Newer appliances are included.  Relax at home with central A/C and heating.  Gas oven and granite counter-top for gourmet cooking.  2 car garage with extra storage.  HOA is only $217.  Home has fire sprinkler system for your safely.","Tile","","","Sewer - Public, Sewer Connected","1,387","California","Expired","161 Esfahan DR ","Residential","Individual Electric Meters, Public","39","Public","2008","95111","M1"
"52","206","1","0","1","Ceiling Fan","Santa Clara","$629,000","9","Mountain View Whisman","465","No","Concrete Perimeter and Slab","0","Central Forced Air - Gas","Mountain View-Los Altos Union High","477","Yes","37.400451","$629,000","03/22/2017","-122.098866","1,395","Sqft","ML81643422","No","1","154-40-032","Assigned, Covered Parking, Guest / Visitor Parking","Yes","Mountain View","Res. Condominium","Residential","Desirable top floor unit in Parkview West offers a completely remodeled modern interior and numerous community amenities. The vaulted ceiling showcases a light-filled living room w/ updated flooring and private balcony. Adjacent to the dining nook is the remodeled kitchen, displaying stylish mosaic tiles, granite counters, high-gloss cabinets, and brushed steel appliances. The remodeled bathroom offers a granite countertop, and dark-stained cabinetry w/ extra storage. The bedroom features a vaulted ceiling and ample closet space. Additional amenities include storage unit, assigned carport, laundry facility, and car wash stall. Location is next to Rengstorff Park, which features pools, playgrounds, tennis and basketball courts, and sports fields. Also, moments away from San Antonio Center, downtown MV, and a short commute to top tech companies. Parkview West community amenities include large green spaces, fitness centers, 2 pools and sauna, clubhouse, and billiard room.","Composition","03/30/2017","","Sewer - Public","812","California","Pending","255 S Rengstorff AVE 32","Residential","Public","67","Public","1965","94040","R3-12"
"58","999","1","0","1","None","San Francisco","$627,000","37","San Francisco Unified","1,863","No","Wood Frame","0","Wall Furnace","San Francisco Unified","1,863","Yes","41.594900","$648,888","02/08/2017","-93.601600","","","ML81638292","No","2","1082052","Assigned, Parking Area, Uncovered Parking","No","San Francisco","Res. Condominium","Residential","Rarely available contemporary 2 level, 1 bedroom loft unit in immaculate condition. Serene urban living and centrally located in lower Pacific Heights that's convenient to muni lines, city services, and easy walking distance to shops. Unit is off from the street on a quiet courtyard with natural lights due to floor-ceiling glass entrance and bathroom with skylight, private in unit laundry, stainless steel appliances, maple kitchen cabinet, bamboo flooring, 1 deeded parking space and additional street parking. NOT TIC or Coop. Condo a year ago..yeah!","Bituthene","03/17/2017","$627,000","Sewer - Public","552","California","Sold","1395 Lyon ST 2","Residential","Public","77","Public","1959","94115","residential"
"28","1","2","0","4","None","Santa Clara","$626,100","9","Morgan Hill Unified","480","No","Concrete Perimeter","2","Central Forced Air","Morgan Hill Unified","480","No","37.138873","$620,000","02/16/2017","-121.626519","6,650","Sqft","ML81639189","No","1","728-13-043","Attached","No","Morgan Hill","Res. Single Family","Residential","Morgan Hill opportunity! Corner lot in a quiet and desirable neighborhood. The large lot includes plenty of backyard room including RV or boat parking.","Composition","02/25/2017","$626,100","Sewer - Public","1,422","California","Sold","1630 Jasmine WAY ","Residential","Public","28","Public","1989","95037","R1"
"28","3","2","0","2","Central Forced Air","Santa Clara","$626,000","13","Evergreen Elementary","456","Yes","Concrete Slab","2","Central Forced Air, Fireplace, Gas","East Side Union High","474","Yes","37.290285","$629,999","02/10/2017","-121.740928","","","ML81638495","No","1","665-59-042","Attached, Guest / Visitor Parking","Yes","San Jose","Res. Condominium","Residential","Want to be part of the enviable 'Villages Golf and Country Club' with everything you need and so much more? You will fall in love. This fabulous, turnkey, ready and waiting, single level home with spacious 2 bedrooms and 2 bathrooms can be found in the charming Highlands Village. It boasts a well designed kitchen with gorgeous cabinetry and granite counters. Vaulted ceilings, lots of natural light and fresh paint throughout, with new carpets and tiled floors. The large master suite has abundant closet space and leads out to the large, inviting patio which also awaits you.  Once inside the gates you will find beautiful grounds, gardens, hiking trails, 6 tennis courts, 4 swimming pools, a restaurant and bistro. Oh! and so much more.....too much to described here.","Tile","02/23/2017","$626,000","Sewer - Public, Sewer Connected","1,307","California","Sold","7677 Helmsdale DR ","Residential","Individual Electric Meters, Individual Gas Meters","2","Public","1989","95135","R1-1P"
"23","9","2","0","2","Central Forced Air","Santa Clara","$625,000","8","San Jose Unified","482","No","Concrete Slab","2","Central Forced Air","San Jose Unified","482","Yes","37.342872","$599,000","02/22/2017","-121.894335","435","Sqft","ML81639807","No","1","249-73-117","Gate/Door Opener, Underground Parking","Yes","San Jose","Res. Condominium","Residential","Contemporary condo located at the much-coveted Ryland Mews community.  This 2-bedroom, 2-bath condo has been carefully maintained with new patterned carpets and freshly painted interior.  Kitchen is situated in the heart of the home with granite counters, maple cabinets, stainless steel appliances and breakfast bar.  Nicely-sized family room/dining room combo with slider to large covered patio.  Generously-sized master bedroom suite with walk-in closet, private bathroom, and sliding door leading to personal balcony.  Conveniently located in the heart of downtown San Jose, close to shopping, entertainment, dining and public transportation.  Welcome Home!!","Composition","03/02/2017","$625,000","Sewer Connected","1,050","California","Sold","415 N 2nd ST 246","Residential","Public","86","Public","1994","95112","APD"
"108","9","2","0","5","Central Forced Air","Santa Clara","$625,000","8","San Jose Unified","482","No","Concrete Slab","2","Central Forced Air - Gas","San Jose Unified","482","No","37.325666","$625,000","03/15/2017","-121.886888","5,200","Sqft","ML81642457","No","2","264-32-019","Detached, Off-Street Parking, On Street, With Restrictions, Tandem Parking","No","San Jose","Res. Single Family","Residential","","Shingle","","","Sewer - Public","2,501","California","Active","586 S Almaden AVE ","Residential","Individual Electric Meters, Individual Gas Meters, Natural Gas, Public","84","Public","1909","95110","C3"
"17","1","2","1","4","Ceiling Fan, Central Forced Air","Santa Clara","$625,000","9","Gilroy Unified","478","No","Concrete Perimeter and Slab","2","Central Forced Air","Gilroy Unified","478","No","37.023720","$625,000","03/29/2017","-121.597952","4,360","Sqft","ML81644292","No","2","790-58-041","Attached, Gate/Door Opener","No","Gilroy","Res. Single Family","Residential","Make this your new home!  4 bedroom, 2.5 bath, 1588 square feet of open living space in desirable Christopher High area. This wonderfully maintained 17 year old home features updated kitchen with center island, recessed lighting, granite countertop and gorgeous backsplash, Central air conditioning for those Gilroy summers along with ceiling fans in living room, family room and all four bedrooms. Beautiful newer laminate flooring throughout. Master suite with vaulted ceiling, large closet, and double sink in bathroom. Large backyard great for play and entertaining along with room on each side for dog run. Separate room for laundry. Great neighborhood in a cul de sac with a short walk to the park.","Composition","04/07/2017","","Sewer - Public","1,588","California","Contingent","979 Sorrento CT ","Residential","Public","24","Public","2000","95020","R1"
"0","11","2","1","2","Central Forced Air, Multi-Zone","Santa Clara","$625,000","7","Franklin-McKinley Elementary","457","No","Concrete Slab","2","Central Forced Air, Heating - 2+ Zones","East Side Union High","474","Yes","37.292006","$625,000","03/31/2017","-121.852181","","","ML81644771","Yes","3","45592101","Attached, Tandem Parking","No","San Jose","Res. Condominium","Residential","The Indigo @ Montecito community features BRAND NEW three story Condominium Townhome Style living with a 2 acre park. This unique home also features a large deck next to the living room – perfect for entertaining and another deck in the master retreat.  Photos shown of model home Plan 1.","Tile, Other","","","Sewer - Public, Sewer Connected","1,303","California","Active","2727 Terni CT 7","Residential","Public","45","Public","2017","95111","I-PD"
