"X..Lot.SqFt","Age","Area..","Area.Name","Baths.Full","Baths.Half","Beds.Total","County","DOM","HOA.Fee","List.Price","Listing.Date","Lot.Size","MLS.Number","Parcel.Number","Postal.City","Price.SqFt","Sale.Date","Sale.Price","Sq.Ft.Total","Status","Street.Address","Year.Built","Zip.Code","Zoning","Elementary.School","Elementary.School.District","Elementary.School.District.Code","Elementary.School.ID","Middle.School","Middle.School.ID","High.School","High.School.District","High.School.District.ID","High.School.ID","propertyAddresses","latitude","longitude","latLongConf"
"$ 281.91",21,"5","Berryessa",3,0,4,"Santa Clara",6,NA,"$1,228,000","04/06/2017","4,356","ML81645659","244-29-091","San Jose","585.60","","","2,097","Active","2423 Flickinger Avenue",1996,95131,"R1","Northwood Elementary","Berryessa Union Elementary","452","34","Morrill Middle","32","Independence High","East Side Union High","474","246","2423 Flickinger Avenue, San Jose, CA, 95131",37.398264,-121.883671,1
"$ 330.37",19,"3","Evergreen",2,1,3,"Santa Clara",26,230,"$1,225,000","03/16/2017","3,708","ML81642604","680-53-006","San Jose","674.19","04/10/2017","","1,817","Pending","5409 Manderston",1998,95138,"A-PD","Silver Oak Elementary","Evergreen Elementary","456","354","Chaboya Middle","352","","East Side Union High","474","","5409 Manderston, San Jose, CA, 95138",37.27986,-121.769874,0.932
"$ 148.31",57,"14","Cambrian",2,0,4,"Santa Clara",13,NA,"$1,225,000","04/05/2017","8,260","ML81645478","447-32-022","San Jose","543.24","","","2,255","Active","1678 Andover Lane",1960,95124,"R1-8","Oster Elementary","Union Elementary","471","226","Dartmouth Middle","218","Branham High","Campbell Union High","473","237","1678 Andover Lane, San Jose, CA, 95124",37.256328,-121.908588,1
"$ 145.67",64,"14","Cambrian",1,0,3,"Santa Clara",9,NA,"$1,149,000","03/20/2017","8,375","ML81643032","421-16-069","San Jose","1,158.59","03/28/2017","$1,220,000","1,053","Sold","15265 Charlotte Avenue",1953,95124,"R1-8","Carlton Elementary","Union Elementary","471","216","Union Middle","229","Leigh High","Campbell Union High","473","240","15265 Charlotte Avenue, San Jose, CA, 95124",37.246815,-121.939537,1
"$ 162.11",0,"1","Morgan Hill / Gilroy / San Martin",3,0,4,"Santa Clara",7,200,"$1,215,800","04/05/2017","7,500","ML81645583","728-59-006","Morgan Hill","425.70","","","2,856","Active","1306 Morning Star Drive",2017,95037,"R","","Morgan Hill Unified","480","","","","","Morgan Hill Unified","480","","1306 Morning Star Drive, Morgan Hill, CA, 95037",37.161429,-121.64971,0.807
"$ 106.06",44,"5","Berryessa",2,0,3,"Santa Clara",8,NA,"$969,000","03/07/2017","11,427","ML81641280","586-16-044","San Jose","805.32","03/15/2017","$1,212,000","1,505","Sold","3430 Cardoza Court",1973,95132,"R1-8","Majestic Way Elementary","Berryessa Union Elementary","452","31","Sierramont Middle","37","Piedmont Hills High","East Side Union High","474","251","3430 Cardoza Court, San Jose, CA, 95132",37.410066,-121.852122,1
"$ 430.91",45,"410","Other Mariner's Isle",2,1,3,"San Mateo",13,125,"$1,148,000","02/22/2017","2,808","ML81639799","035-522-160","San Mateo","728.92","03/06/2017","$1,210,000","1,660","Sold","1042 Shoal Drive",1972,94404,"R10003","","San Mateo-Foster City Elementary","938","","","","","San Mateo Union High","939","","1042 Shoal Drive, San Mateo, CA, 94404",37.561728,-122.290448,1
"$ 201.83",34,"14","Cambrian",3,0,4,"Santa Clara",6,NA,"$1,199,000","03/02/2017","5,995","ML81640708","451-37-119","San Jose","569.68","03/08/2017","$1,210,000","2,124","Sold","4485 George Oaks Drive",1983,95118,"R1-8","Reed Elementary","San Jose Unified","482","373","John Muir Middle","341","Pioneer High","San Jose Unified","482","348","4485 George Oaks Drive, San Jose, CA, 95118",37.262035,-121.881099,1
"$ 201.67",60,"14","Cambrian",2,0,3,"Santa Clara",8,NA,"$1,210,000","03/02/2017","6,000","ML81640610","447-28-024","San Jose","660.48","03/10/2017","$1,210,000","1,832","Sold","3656 Gavota Avenue",1957,95124,"R1-8","Sartorette Charter","Cambrian Elementary","453","47","Price Charter Middle","46","Branham High","Campbell Union High","473","237","3656 Gavota Avenue, San Jose, CA, 95124",37.263486,-121.90779,1
"$ 200.06",39,"2","Santa Teresa",2,1,4,"Santa Clara",0,NA,"$1,200,000","10/05/2016","5,998","ML81627282","678-32-028","San Jose","503.36","","","2,384","Expired","5418 Century Park Way",1977,95111,"R1-8","","Oak Grove Elementary","467","","","","","East Side Union High","474","","5418 Century Park Way, San Jose, CA, 95111",37.260554,-121.797446,0.878
"$ 324.32",48,"332","Horgan Ranch Etc.",2,0,2,"San Mateo",85,450,"$978,000","02/02/2017","3,700","ML81637556","059-166-190","Redwood City","851.06","02/16/2017","$1,200,000","1,410","Sold","511 Fox Court",1969,94061,"R1000T","","Redwood City Elementary","935","","","","","Sequoia Union High","940","","511 Fox Court, Redwood City, CA, 94061",37.47017,-122.21757,0.927
"$ 28.40",36,"4","Alum Rock",3,0,5,"Santa Clara",7,NA,"$1,200,000","04/05/2017","42,253","ML81645434","612-40-037","San Jose","347.83","","","3,450","Active","14737 Clayton Road",1981,95127,"HS","Linda Vista Elementary","Alum Rock Union Elementary","451","9","Joseph George Middle","6","James Lick High","East Side Union High","474","247","14737 Clayton Road, San Jose, CA, 95127",37.372628,-121.774402,0.878
"$ 194.17",50,"14","Cambrian",2,1,4,"Santa Clara",1,NA,"$1,200,000","04/11/2017","6,180","ML81646288","569-37-055","San Jose","591.13","","","2,030","Active","1456 Luning Drive",1967,95118,"R1-8","Oster Elementary","Union Elementary","471","226","Dartmouth Middle","218","Branham High","Campbell Union High","473","237","1456 Luning Drive, San Jose, CA, 95118",37.254347,-121.892766,1
"$ 163.03",64,"8","Santa Clara",2,0,3,"Santa Clara",6,NA,"$1,199,888","03/30/2017","7,360","ML81644646","303-04-058","Santa Clara","860.13","04/04/2017","","1,395","Pending","2298 Dolores Avenue",1953,95050,"R1","Westwood Elementary","Santa Clara Unified","483","404","Buchser Middle","406","Santa Clara High","Santa Clara Unified","483","408","2298 Dolores Avenue, Santa Clara, CA, 95050",37.332459,-121.95551,1
"$ 130.85",64,"10","Willow Glen",1,0,3,"Santa Clara",9,NA,"$1,199,850","03/29/2017","9,170","ML81644348","439-15-043","San Jose","984.29","04/06/2017","","1,219","Pending","1033 Lovoi Way",1953,95125,"R1-8","","San Jose Unified","482","","","","","San Jose Unified","482","","1033 Lovoi Way, San Jose, CA, 95125",37.294866,-121.888564,1
"$ 629.16",14,"8","Santa Clara",3,1,3,"Santa Clara",7,125,"$1,199,800","03/29/2017","1,907","ML81644293","097-88-062","Santa Clara","724.08","04/05/2017","","1,657","Pending","4105 Tobin Circle",2003,95054,"PD","Don Callejon","Santa Clara Unified","483","1,101","","","Santa Clara High","Santa Clara Unified","483","408","4105 Tobin Circle, Santa Clara, CA, 95054",37.395914,-121.949916,1
"$ 131.83",36,"3","Evergreen",2,1,4,"Santa Clara",14,NA,"$1,199,000","03/08/2017","9,095","ML81641445","654-56-054","San Jose","463.83","","","2,585","Active","3373 Braden Court",1981,95148,"R1-8","Norwood Creek Elementary","Evergreen Elementary","456","109","Quimby Oak Intermediate","110","Evergreen Valley High","East Side Union High","474","895","3373 Braden Court, San Jose, CA, 95148",37.330283,-121.783275,1
"$ 243.75",23,"14","Cambrian",2,1,3,"Santa Clara",23,86,"$1,199,000","03/13/2017","4,919","ML81642174","567-74-070","San Jose","639.81","04/05/2017","","1,874","Pending","1523 Treviso Avenue",1994,95118,"A-PD","","Union Elementary","471","","Dartmouth Middle","218","","Campbell Union High","473","","1523 Treviso Avenue, San Jose, CA, 95118",37.239329,-121.892843,1
"$ 115.73",45,"15","Campbell",2,0,4,"Santa Clara",8,NA,"$1,199,000","03/15/2017","10,360","ML81642526","404-05-005","Campbell","672.84","03/23/2017","","1,782","Contingent","3818 W Campbell Avenue",1972,95008,"R1","","Campbell Union Elementary","454","","","","","Campbell Union High","473","","3818 W Campbell Avenue, Campbell, CA, 95008",37.286625,-121.966912,1
"$ 199.83",42,"12","Blossom Valley",3,1,6,"Santa Clara",1,NA,"$1,199,000","04/11/2017","6,000","ML81646350","464-31-076","San Jose","437.11","","","2,743","Active","668 Potomac Court",1975,95136,"R1-8P","","San Jose Unified","482","","","","","San Jose Unified","482","","668 Potomac Court, San Jose, CA, 95136",37.260811,-121.855167,1
"$ 598.55",7,"8","Santa Clara",4,0,4,"Santa Clara",10,120,"$1,198,888","02/25/2017","2,003","ML81636701","290-71-028","Santa Clara","600.04","04/06/2017","","1,998","Pending","3551 Wolf Place",2010,95051,"PD","","Santa Clara Unified","483","","","","","Santa Clara Unified","483","","3551 Wolf Place, Santa Clara, CA, 95051",37.350796,-121.995097,1
"$ 128.15",54,"27","Alameda County",3,0,4,"Alameda",12,13,"$1,198,888","03/24/2017","9,355","ML81643842","501-0704-038","Fremont","526.75","04/04/2017","","2,276","Pending","4365 Faulkner Drive",1963,94536,"r","Glenmoor Elementary","Fremont Unified","1,307","26,885","Centerville Junior High","26,902","Washington High","Fremont Unified","1,307","26,875","4365 Faulkner Drive, Fremont, CA, 94536",37.552101,-122.004807,1
"$ 182.62",40,"13","Almaden Valley",3,0,4,"Santa Clara",7,NA,"$1,198,888","03/30/2017","6,565","ML81644495","701-49-005","San Jose","541.01","04/05/2017","","2,216","Pending","873 Hampswood Way",1977,95120,"R1-1P","Graystone Elementary","San Jose Unified","482","366","Bret Harte Middle","339","Leland High","San Jose Unified","482","346","873 Hampswood Way, San Jose, CA, 95120",37.204665,-121.8332,1
"$ 131.85",79,"15","Campbell",2,0,4,"Santa Clara",23,NA,"$1,198,000","03/06/2017","9,086","ML81641266","403-18-076","Campbell","592.48","03/29/2017","","2,022","Pending","1603 Walters Avenue",1938,95008,"R-1-9","Marshall Lane Elementary","Campbell Union Elementary","454","59","Rolling Hills Middle","63","Westmont High","Campbell Union High","473","242","1603 Walters Avenue, Campbell, CA, 95008",37.267589,-121.97816,1
"$ 184.31",70,"355","Cordes Etc.",1,0,3,"San Mateo",10,NA,"$1,198,000","03/27/2017","6,500","ML81643991","049-266-170","San Carlos","966.13","04/05/2017","","1,240","Pending","2212 San Carlos Avenue",1947,94070,"R10006","","San Carlos Elementary","937","","","","","Sequoia Union High","940","","2212 San Carlos Avenue, San Carlos, CA, 94070",37.502242,-122.276789,1
"$ 157.22",29,"13","Almaden Valley",2,0,3,"Santa Clara",7,67,"$1,198,000","04/05/2017","7,620","ML81645555","583-46-072","San Jose","655.72","","","1,827","Active","1245 Mountain Quail Circle",1988,95120,"A-PD","Williams Elementary","San Jose Unified","482","379","Bret Harte Middle","339","Leland High","San Jose Unified","482","346","1245 Mountain Quail Circle, San Jose, CA, 95120",37.202565,-121.849666,1
"$ 70.47",40,"8","Santa Clara",2,1,4,"Santa Clara",5,NA,"$1,198,000","04/05/2017","17,000","ML81645563","104-46-018","Santa Clara","647.57","04/10/2017","","1,850","Pending","2265 2nd Street",1977,95054,"R16L","","Santa Clara Unified","483","","","","","Santa Clara Unified","483","","2265 2nd Street, Santa Clara, CA, 95054",37.394395,-121.964241,0.902
"$ 152.01",62,"15","Campbell",3,0,4,"Santa Clara",2,NA,"$1,198,000","04/10/2017","7,881","ML81646142","279-05-047","San Jose","612.47","","","1,956","Active","961 S Daniel Way",1955,95128,"R1","","Campbell Union Elementary","454","","","","","Campbell Union High","473","","961 S Daniel Way, San Jose, CA, 95128",37.310307,-121.941605,1
"$ 143.63",59,"16","Los Gatos/Monte Sereno",2,0,4,"Santa Clara",2,NA,"$1,195,000","04/10/2017","8,320","ML81646102","424-23-004","Los Gatos","924.92","","","1,292","Active","108 Las Astas Drive",1958,95032,"R18","","Los Gatos Union Elementary","461","","Raymond J. Fisher Middle","141","Los Gatos High","Los Gatos-Saratoga Joint Union High","476","262","108 Las Astas Drive, Los Gatos, CA, 95032",37.251221,-121.964077,1
"$ 108.69",52,"511","Portola Highlands",3,0,4,"San Mateo",2,NA,"$1,195,000","04/10/2017","10,995","ML81646130","017-462-130","San Bruno","585.78","","","2,040","Active","100 Merced Drive",1965,94066,"R10006","","San Bruno Park Elementary","936","","","","","San Mateo Union High","939","","100 Merced Drive, San Bruno, CA, 94066",37.620705,-122.452805,1
"$ 162.29",0,"1","Morgan Hill / Gilroy / San Martin",2,1,3,"Santa Clara",7,200,"$1,192,800","04/05/2017","7,350","ML81645581","728-59-009","Morgan Hill","453.36","","","2,631","Active","18721 Rising Sun Drive",2017,95037,"R","","Montebello Elementary","463","","","","","Morgan Hill Unified","480","","18721 Rising Sun Drive, Morgan Hill, CA, 95037",37.106442,-121.638656,0.58
"$ 198.33",43,"5","Berryessa",3,0,5,"Santa Clara",8,NA,"$1,089,000","02/23/2017","6,000","ML81639929","245-41-050","San Jose","469.80","03/03/2017","$1,190,000","2,533","Sold","1763 Aprilsong Court",1974,95131,"R1-8","Vinci Park Elementary","Berryessa Union Elementary","452","40","Morrill Middle","32","Independence High","East Side Union High","474","246","1763 Aprilsong Court, San Jose, CA, 95131",37.377597,-121.873974,1
"$ 188.89",54,"8","Santa Clara",2,0,4,"Santa Clara",8,NA,"$899,000","03/15/2017","6,300","ML81642525","290-43-091","Santa Clara","700.00","03/23/2017","$1,190,000","1,700","Sold","1011 Live Oak Drive",1963,95051,"R1","","Santa Clara Unified","483","","","","","Santa Clara Unified","483","","1011 Live Oak Drive, Santa Clara, CA, 95051",37.344916,-121.984488,0.878
"$ 1,162.43",5,"524","So. San Francisco - Industrial",2,1,3,"San Mateo",55,150,"$1,188,000","02/14/2017","1,022","ML81638836","011-430-070","South San Francisco","482.53","04/07/2017","","2,462","Contingent","121 Chestnut Avenue",2012,94080,"R","","South San Francisco Unified","941","","","","","South San Francisco Unified","941","","121 Chestnut Avenue, South San Francisco, CA, 94080",37.658218,-122.430718,1
"$ 252.77",68,"311","County Area / Fair Oaks Ave",2,0,3,"San Mateo",9,NA,"$1,188,000","04/02/2017","4,700","ML81644983","055-205-290","Menlo Park","1,110.28","04/11/2017","","1,070","Contingent","839 Marsh Road",1949,94025,"R10006","Garfield Charter","Redwood City Elementary","935","633","","","Menlo-Atherton High","Sequoia Union High","940","658","839 Marsh Road, Menlo Park, CA, 94025",37.476235,-122.187231,1
"$ 188.10",49,"15","Campbell",2,0,3,"Santa Clara",23,NA,"$1,180,000","02/07/2017","6,300","ML81638060","403-13-078","Campbell","809.43","03/14/2017","$1,185,000","1,464","Sold","1102 Archer Way",1968,95008,"r1","","Campbell Union Elementary","454","","","","Westmont High","Campbell Union High","473","242","1102 Archer Way, Campbell, CA, 95008",37.271381,-121.977579,1
"$ 118.98",13,"1","Morgan Hill / Gilroy / San Martin",3,1,4,"Santa Clara",0,NA,"$1,185,000","04/10/2017","9,960","ML81646301","783-65-013","Gilroy","293.83","04/10/2017","$1,185,000","4,033","Sold","2380 Stonecress Street",2004,95020,"R1","","Gilroy Unified","478","","","","","Gilroy Unified","478","","2380 Stonecress Street, Gilroy, CA, 95020",37.024167,-121.622936,0.878
"$ 3.98",41,"1","Morgan Hill / Gilroy / San Martin",2,1,4,"Santa Clara",62,NA,"$1,279,000","12/01/2016","297,079","ML81633018","841-57-044","Gilroy","527.37","01/31/2017","$1,182,888","2,243","Sold","3440 Leavesley Road",1975,95020,"AW","El Roble Elementary","Gilroy Unified","478","270","Solorsano Middle","1,075","Gilroy High","Gilroy Unified","478","277","3440 Leavesley Road, Gilroy, CA, 95020",37.039103,-121.518711,1
"$ 529.07",0,"6","Milpitas",3,1,3,"Santa Clara",108,248,"$1,180,880","12/24/2016","2,232","ML81634252","222-222-2222","Milpitas","476.74","","","2,477","Canceled","1521 Hidden Creek Lane",2016,95035,"R","Joseph Weller Elementary","Milpitas Unified","479","289","Thomas Russell Junior High","291","Milpitas High","Milpitas Unified","479","293","1521 Hidden Creek Lane, Milpitas, CA, 95035",37.005396,-122.033075,0.61
"$ 236.00",69,"423","San Mateo Village/Glendale Village",2,0,3,"San Mateo",8,NA,"$1,180,000","04/03/2017","5,000","ML81645085","040-113-270","San Mateo","914.73","04/11/2017","","1,290","Pending","3505 Casanova Drive",1948,94403,"R10006","","San Mateo-Foster City Elementary","938","","","","","San Mateo Union High","939","","3505 Casanova Drive, San Mateo, CA, 94403",37.54112,-122.287832,1
"$ 175.05",56,"10","Willow Glen",2,1,3,"Santa Clara",7,NA,"$1,180,000","04/05/2017","6,741","ML81645439","446-03-026","San Jose","744.95","","","1,584","Active","2614 Aragon Way",1961,95125,"R1-8","Schallenberger Elementary","San Jose Unified","482","375","Willow Glen Middle","343","Willow Glen High","San Jose Unified","482","350","2614 Aragon Way, San Jose, CA, 95125",37.276153,-121.908301,0.878
"$ 196.67",38,"5","Berryessa",2,1,4,"Santa Clara",5,NA,"$1,180,000","04/07/2017","6,000","ML81645966","254-36-056","San Jose","401.22","","","2,941","Active","1952 Wave Place",1979,95133,"R1-8","","Berryessa Union Elementary","452","","","","","East Side Union High","474","","1952 Wave Place, San Jose, CA, 95133",37.375625,-121.866895,1
"$ 126.88",49,"13","Almaden Valley",2,1,5,"Santa Clara",6,42,"$1,179,950","04/06/2017","9,300","ML81645656","575-23-048","San Jose","517.98","","","2,278","Active","1485 Los Rios Drive",1968,95120,"R1-5","Guadalupe Elementary","Union Elementary","471","220","Dartmouth Middle","218","","Campbell Union High","473","","1485 Los Rios Drive, San Jose, CA, 95120",37.224702,-121.896579,1
"$ 147.38",66,"15","Campbell",2,0,3,"Santa Clara",6,NA,"$1,179,000","04/06/2017","8,000","ML81645696","406-22-025","Campbell","915.37","","","1,288","Active","1471 Walnut Drive",1951,95008,"R-1-1","Capri Elementary","Campbell Union Elementary","454","51","Rolling Hills Middle","63","Westmont High","Campbell Union High","473","242","1471 Walnut Drive, Campbell, CA, 95008",37.265371,-121.960364,0.878
"$ 196.50",55,"15","Campbell",2,1,5,"Santa Clara",0,NA,"$1,179,000","04/12/2017","6,000","ML81644304","279-20-053","San Jose","563.85","","","2,091","Active","1119 Lenor Way",1962,95128,"R-1-6","","Campbell Union Elementary","454","","","","","Campbell Union High","473","","1119 Lenor Way, San Jose, CA, 95128",37.303021,-121.944089,1
"$ 227.45",54,"662","Fairmont",3,0,4,"San Mateo",14,25,"$888,000","03/09/2017","5,183","ML81641691","009-650-120","Pacifica","595.40","04/03/2017","$1,178,888","1,980","Sold","244 Edgewood Drive",1963,94044,"R10000","","Pacifica","928","","","","","Jefferson Union High","927","","244 Edgewood Drive, Pacifica, CA, 94044",37.662231,-122.481935,0.878
"$ 235.00",65,"654","Vallemar",2,0,4,"San Mateo",47,NA,"$1,250,000","01/27/2017","5,000","ML81636942","018-093-050","Pacifica","596.45","03/14/2017","$1,175,000","1,970","Sold","148 Juanita Avenue",1952,94044,"r-1","Vallemar Elementary","Pacifica","928","731","Ingrid B. Lacy Middle","1,037","Terra Nova High","Jefferson Union High","927","772","148 Juanita Avenue, Pacifica, CA, 94044",37.613507,-122.477761,1
